最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
0.8,73.0,A-极佳,全天候/熊市优/震荡优,167.9,27.5,23.1,4.7,7.7,10,015839,广发招利混合C,商业航天,2022-11-09 ~ 2026-03-20,817,32.92,9.17,19.61,5.68,13.31,9.99,36.45,2023-05-08,2023-10-23,342,1.07,0.92,1.248,12.29,-9.61,50.9,28,181,59.1,51.2,47.24,-29.8,1.59,0.03,-20.1,40.87,1028.77,-258.96,19,17,23.7,99.3,0.7,16.0,17,58,3326.07,12462.85,828.79,13291.64,2,13.01,41.56,1,-1.22,-13.3,5,17.83,-4.1,0,793,24,1,1,15,0,0,42,5,0,2,0,1,0,1,3,2,12,16,6,6,28,18,28,5,0,0,0,3,7,1,1,3,2,0,0,15,93.3,613.07,40.87,42,0.0,-634.09,-15.1,2,100.0,0.04,0.02,12,91.7,111.35,9.28,16,93.8,34.98,2.19,6,100.0,1311.96,218.66,6,83.3,0.12,0.02,28,89.3,1359.36,48.55,18,0.0,-934.47,-51.91,28,96.4,1623.24,57.97,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-143.36,-47.79,3,0.0,-16.66,-5.55,2,100.0,0.53,0.27
1.15,77.5,A-极佳,震荡优,45.5,30,23.8,3.7,10.0,10,023531,永赢国证通用航空产业ETF发起联接C,商业航天,2025-04-09 ~ 2026-03-20,230,12.93,14.25,28.44,31.55,-15.51,4.71,19.06,2026-01-12,2026-03-20,83,1.92,3.02,1.278,5.77,-11.4,53.6,4,16,87.5,66.7,108.74,-55.23,1.97,8.15,-51.13,476.56,867.86,-59.33,2,14,18.3,99.6,0.4,56.0,48,85,1411.94,10519.0,773.64,11292.64,2,10.41,34.78,0,0,0,1,2.13,-6.79,0,227,3,0,0,3,1,0,1,0,0,0,0,1,0,0,0,1,5,0,2,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,3,100.0,14.38,4.79,1,0.0,-51.13,-51.13,1,100.0,0.21,0.21,5,100.0,62.17,12.43,0,0,0,0,2,100.0,1344.42,672.21,0,0,0,0,0,0,0,0,0,0,0,0,3,100.0,101.22,33.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-59.33,-59.33,0,0,0,0
1.2,74.2,A-极佳,全天候/熊市优/震荡优,107.0,25.3,25,5.0,8.9,10,004321,前海开源沪港深强国产业混合,商业航天,2020-02-18 ~ 2026-03-20,1480,55.57,7.81,51.93,7.38,3.64,9.28,49.91,2023-09-28,2024-02-05,273,0.91,0.84,1.248,13.05,-10.66,48.3,27,203,57.1,59.5,63.92,-25.19,2.54,0.04,-25.88,62.38,2778.77,-163.5,32,25,24.8,98.9,1.1,34.7,6,469,5827.26,13122.29,2434.64,15556.93,3,26.03,78.03,2,-2.65,-38.99,8,22.71,19.03,0,1411,69,1,2,12,0,1,46,2,0,0,0,3,0,3,5,1,16,17,9,9,32,10,30,3,0,0,0,2,5,2,0,13,6,0,0,12,83.3,459.28,38.27,46,0.0,-398.25,-8.66,1,100.0,1.45,1.45,16,81.2,466.3,29.14,17,82.4,306.8,18.05,9,100.0,3996.58,444.06,9,77.8,6.71,0.75,32,93.8,479.69,14.99,10,0.0,-142.35,-14.23,30,86.7,1596.48,53.22,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-88.45,-44.23,13,0.0,-958.0,-73.69,6,100.0,101.02,16.84
0.85,50.3,C-一般,全天候/熊市优/震荡优,224.6,6.2,23.1,4.1,6.9,10,009751,汇安价值蓝筹混合C,商业航天,2020-09-14 ~ 2026-03-20,1337,16.99,3.0,-13.64,-2.73,30.63,14.56,53.02,2021-07-01,2024-09-12,1099,0.51,0.21,0.998,9.3,-7.6,49.6,32,217,55.8,46.3,35.27,-33.44,1.05,0.01,-25.6,29.88,1324.63,-497.14,28,17,20.6,98.7,1.3,20.2,9,76,1793.86,10873.49,825.96,11699.45,3,20.87,45.62,2,-10.37,-45.58,7,6.7,-4.26,0,1306,31,0,2,12,1,2,52,0,0,1,0,0,0,6,2,1,10,13,3,10,52,19,35,2,0,0,0,0,6,6,3,6,4,0,1,12,66.7,139.22,11.6,52,0.0,-613.08,-11.79,1,100.0,0.43,0.43,10,80.0,287.46,28.75,13,76.9,208.26,16.02,3,100.0,186.4,62.13,10,90.0,106.62,10.66,52,88.5,824.44,15.85,19,0.0,-1456.95,-76.68,35,91.4,2454.22,70.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,-404.35,-67.39,4,100.0,61.19,15.3
1.1,53.9,C-一般,全天候/熊市优/震荡优,327.1,13.1,18.3,5.5,7.0,10,018363,东方阿尔法瑞丰混合发起C,商业航天,2023-08-10 ~ 2026-03-20,632,16.39,6.24,5.01,1.97,11.38,14.33,30.62,2023-09-04,2024-08-05,261,0.67,0.44,1.315,12.47,-15.8,47.1,21,174,50.0,46.9,36.79,-22.64,1.62,0.01,-21.84,26.51,705.74,-296.52,33,17,27.6,98.4,1.6,15.4,9,50,1639.13,11638.99,0.12,11639.11,0,0,0,2,-8.31,-22.39,4,24.62,29.74,0,609,23,0,4,11,0,0,50,0,0,0,3,2,1,1,1,1,5,18,7,5,21,19,31,2,0,0,0,0,4,2,1,1,5,0,0,11,81.8,340.55,30.96,50,0.0,-697.13,-13.94,1,100.0,7.21,7.21,5,80.0,110.81,22.16,18,88.9,173.1,9.62,7,85.7,799.9,114.27,5,60.0,2.44,0.49,21,90.5,225.51,10.74,19,0.0,-745.13,-39.22,31,87.1,1515.73,48.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-119.67,-119.67,5,40.0,25.81,5.16
0.95,58.0,B-良好,全天候/熊市优/震荡优,112.6,14.1,22.2,5.0,6.7,10,009854,中加优势企业混合C,商业航天,2020-11-17 ~ 2026-03-20,1297,47.14,7.79,41.88,7.03,5.26,16.59,53.09,2021-07-22,2022-04-26,776,0.8,0.47,1.415,10.32,-9.01,51.4,29,197,48.2,44.6,79.57,-29.89,2.66,0.0,-51.45,64.22,1200.36,-158.96,42,17,25.1,98.8,1.2,24.6,22,70,4719.83,12919.83,1794.3,14714.13,3,35.7,88.92,3,-3.17,-48.4,6,9.99,15.35,0,1249,48,0,2,6,0,2,69,0,0,1,0,2,0,2,0,3,7,9,8,1,28,15,30,4,2,1,0,2,7,5,3,10,6,0,1,6,100.0,79.97,13.33,69,0.0,-1269.4,-18.4,3,66.7,2.47,0.82,7,100.0,149.85,21.41,9,100.0,256.97,28.55,8,100.0,3126.34,390.79,1,100.0,0.48,0.48,28,92.9,2222.33,79.37,15,0.0,-690.21,-46.01,30,100.0,1650.47,55.02,2,0.0,-85.41,-42.7,1,0.0,-158.96,-158.96,0,0,0,0,2,0.0,-233.89,-116.94,10,0.0,-401.79,-40.18,6,100.0,70.61,11.77
1.05,57.2,B-良好,全天候/熊市优/震荡优,153.0,12.0,22.8,4.4,8.0,10,010052,长城久嘉创新成长混合C,商业航天,2021-08-05 ~ 2026-03-20,1121,37.03,7.34,24.2,4.99,12.83,18.3,63.97,2021-11-12,2024-09-18,787,0.75,0.4,1.652,15.43,-13.29,50.8,29,214,61.2,53.6,53.99,-45.8,1.18,0.03,-55.53,88.41,1266.22,-287.73,26,26,22.1,98.6,1.4,19.0,18,47,3912.42,11345.3,2357.26,13702.56,3,39.44,105.82,4,-11.89,-55.31,3,7.19,-6.23,0,1040,81,4,4,25,0,1,41,0,0,0,0,0,0,1,4,0,4,3,4,1,34,11,69,4,2,0,0,6,7,3,0,9,5,1,0,25,88.0,1135.34,45.41,41,0.0,-1330.88,-32.46,0,0,0,0,4,100.0,344.63,86.16,3,100.0,102.2,34.07,4,100.0,667.97,166.99,1,100.0,16.59,16.59,34,85.3,845.96,24.88,11,0.0,-1002.23,-91.11,69,91.3,3780.01,54.78,2,0.0,-82.1,-41.05,0,0,0,0,0,0,0,0,6,0.0,-419.09,-69.85,9,0.0,-326.15,-36.24,5,100.0,180.17,36.03
1.1,33.2,D-偏差,全天候/熊市优/牛市可/震荡优,150.3,2.6,19.4,5.7,5.5,0,005866,浦银安盛量化多策略混合C,商业航天,2020-02-18 ~ 2026-03-20,1480,6.42,1.07,-12.76,-2.3,19.18,12.39,29.29,2020-07-13,2025-04-07,1381,0.23,0.09,0.305,8.98,-8.21,48.3,10,56,66.1,36.5,39.81,-193.77,0.21,0.06,0.0,67.9,510.6,-696.57,3,12,28.5,99.4,0.6,55.7,77,102,698.09,9671.79,970.27,10642.06,1,6.12,11.14,2,-7.49,-28.75,10,8.26,7.4,0,1466,14,1,1,10,0,0,1,2,0,0,0,0,0,1,0,0,13,10,2,2,15,2,0,2,0,0,0,0,2,1,0,1,0,0,0,10,90.0,235.93,23.59,1,0.0,-27.96,-27.96,0,0,0,0,13,30.8,0.08,0.01,10,60.0,14.64,1.46,2,100.0,885.26,442.63,2,100.0,1.57,0.79,15,93.3,335.67,22.38,2,0.0,-746.45,-373.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.65,-0.65,0,0,0,0
0.85,61.1,B-良好,全天候/熊市优/震荡优,93.4,16.9,21.1,4.7,8.4,10,015790,永赢高端装备智选混合发起C,商业航天,2022-09-26 ~ 2026-03-20,844,38.99,10.33,41.76,10.98,-2.77,18.39,51.78,2022-10-26,2023-08-28,473,0.99,0.56,1.562,12.93,-11.32,47.1,30,173,52.6,55.8,63.34,-27.68,2.29,0.02,-27.55,55.22,1656.65,-150.02,21,21,23.4,99.3,0.7,14.7,15,60,4075.59,12017.51,1881.81,13899.32,3,39.33,113.28,2,-4.12,-33.78,3,1.85,-16.71,0,803,41,0,1,12,0,3,44,0,0,1,1,3,0,3,3,0,9,11,9,3,34,14,27,1,1,0,1,1,5,5,3,1,6,1,0,12,83.3,330.68,27.56,44,0.0,-901.8,-20.5,0,0,0,0,9,100.0,295.37,32.82,11,63.6,81.86,7.44,9,77.8,1680.6,186.73,3,100.0,42.98,14.33,34,85.3,509.47,14.98,14,0.0,-653.42,-46.67,27,74.1,2734.61,101.28,1,0.0,-42.55,-42.55,0,0,0,0,1,0.0,-0.13,-0.13,1,0.0,-65.45,-65.45,1,0.0,-24.94,-24.94,6,100.0,88.31,14.72
1.0,42.1,C-一般,全天候/熊市优/牛市可/震荡优,103.3,0.4,21.2,5.2,5.3,10,007046,方正富邦创新动力混合C,商业航天,2020-02-18 ~ 2026-03-20,1480,1.93,0.33,-59.05,-14.1,60.98,27.41,77.46,2021-05-31,2024-02-05,1123,0.08,0.01,1.478,11.57,-11.95,49.9,33,267,37.5,35.1,34.82,-22.07,1.58,-0.05,-39.86,18.81,941.27,-301.21,28,16,25.8,98.7,1.3,20.8,14,78,193.86,10188.2,5.0,10193.2,2,16.47,35.52,6,-17.44,-112.52,5,4.81,3.69,0,1388,92,1,3,7,1,1,111,1,0,0,0,1,0,5,2,1,1,14,6,2,41,21,25,2,0,0,1,0,7,5,3,23,14,1,0,7,100.0,145.6,20.8,111,0.0,-1557.01,-14.03,1,0.0,0.0,0.0,1,100.0,0.21,0.21,14,71.4,318.9,22.78,6,100.0,1006.32,167.72,2,100.0,3.08,1.54,41,92.7,890.91,21.73,21,0.0,-1025.69,-48.84,25,88.0,852.17,34.09,0,0,0,0,0,0,0,0,1,0.0,-30.18,-30.18,0,0,0,0,23,0.0,-674.9,-29.34,14,100.0,264.45,18.89
1.15,62.5,B-良好,震荡优,44.0,16.1,22.8,5.9,7.7,10,002067,诺安精选回报混合A,商业航天,2020-02-18 ~ 2026-03-20,1480,41.94,6.14,95.37,12.08,-53.43,11.45,39.52,2021-12-31,2024-02-05,667,0.76,0.54,0.835,10.22,-9.31,45.6,27,157,65.0,51.4,62.19,-45.44,1.37,0.05,-33.44,88.35,775.04,-294.53,24,42,29.7,98.9,1.1,31.8,11,351,4343.78,12937.58,1256.05,14193.63,4,37.53,91.18,0,0,0,9,0.31,-12.13,0,1459,21,0,4,21,0,0,28,3,0,1,0,2,0,1,2,0,11,9,8,1,28,11,35,3,0,0,0,1,5,4,2,3,1,0,0,21,90.5,1336.05,63.62,28,0.0,-861.7,-30.78,0,0,0,0,11,63.6,128.11,11.65,9,100.0,164.65,18.29,8,87.5,2174.26,271.78,1,100.0,0.01,0.01,28,92.9,821.42,29.34,11,0.0,-951.92,-86.54,35,91.4,1691.03,48.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-136.76,-136.76,3,0.0,-48.99,-16.33,1,100.0,27.62,27.62
0.8,44.1,C-一般,待观察,1.4,3.6,20.4,4.5,5.6,10,024195,永赢国证商用卫星通信产业ETF发起联接C,商业航天,2025-08-08 ~ 2026-03-20,147,0.59,1.02,42.0,82.41,-41.41,8.58,22.34,2025-08-28,2026-03-17,132,0.15,0.12,1.682,9.22,-8.16,49.1,3,18,94.4,37.5,24.76,-76.58,0.32,5.03,0.01,95.94,107.26,-76.58,1,17,22.5,91.8,8.2,14.0,14,14,344.41,6546.19,3512.95,10059.14,1,4.2,50.45,0,0,0,1,-3.47,-5.62,0,143,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,7,1,0,0,0,0,1,0,0,1,2,0,0,3,100.0,84.38,28.13,0,0,0,0,1,100.0,0.01,0.01,4,100.0,156.32,39.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,100.0,26.5,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-76.58,-76.58,2,100.0,153.78,76.89
0.95,46.1,C-一般,熊市优,34.6,4.7,19.6,4.5,7.3,10,000690,前海开源大海洋混合,商业航天,2020-02-18 ~ 2026-03-20,1480,24.63,3.82,71.25,9.59,-46.62,24.37,58.52,2021-08-23,2024-02-02,1062,0.47,0.16,1.476,9.71,-9.15,48.2,37,239,61.9,48.6,45.54,-46.75,0.97,0.06,-60.36,46.2,1706.58,-193.07,39,34,22.6,98.5,1.5,19.8,17,108,3093.86,8909.25,3553.52,12462.77,3,40.32,168.24,4,-13.34,-55.59,6,-0.99,-14.31,0,1409,71,4,3,17,1,0,44,2,0,2,0,2,1,1,3,1,14,13,9,5,46,20,48,4,6,0,2,3,6,5,2,3,8,1,0,17,100.0,588.67,34.63,44,0.0,-1602.09,-36.41,1,100.0,14.04,14.04,14,92.9,484.74,34.62,13,92.3,90.95,7.0,9,100.0,3488.63,387.63,5,100.0,54.78,10.96,46,84.8,1037.9,22.56,20,0.0,-1198.19,-59.91,48,91.7,866.33,18.05,6,0.0,-230.04,-38.34,0,0,0,0,2,0.0,-214.5,-107.25,3,0.0,-350.76,-116.92,3,0.0,-51.18,-17.06,8,100.0,114.58,14.32
1.0,64.28,,,121.54,19.12,21.89,5.82,7.95,9.5,---,【商业航天】平均,商业航天,,,23.66,21.18,23.31,19.71,0.35,11.89,36.93,,,448.8,1.3,2.76,1.36,9.54,-9.29,50.03,17.4,112.5,62.3,52.97,175.77,-46.74,3.76,5.2,-37.36,390.33,1169.94,-197.0,16.75,16.6,29.09,98.4,1.6,31.32,27.9,101.25,2543.3,,,12365.98,1.95,19.74,52.81,1.45,-3.98,-23.33,3.75,6.49,-2.06,0.7,1.4,7.9,0.2,0.7,28.1,0.8,0.0,0.4,0.2,1.0,0.1,1.5,1.6,0.6,5.6,6.8,4.5,2.3,19.6,8.0,20.1,1.9,0.6,0.1,0.2,0.9,3.6,2.1,0.9,4.0,3.0,0.2,0.1,7.9,89.2,275.72,34.9,28.1,0.0,-548.21,-19.47,0.6,83.3,1.29,2.15,5.6,81.2,130.03,23.22,6.8,83.9,93.97,13.72,4.5,94.4,1292.37,287.19,2.3,87.0,11.82,5.14,19.6,90.3,716.81,36.57,8.0,0.0,-477.35,-59.67,20.1,90.1,1285.67,63.81,0.6,0.0,-22.02,-36.7,0.1,0.0,-7.95,-158.96,0.2,0.0,-19.36,-77.43,0.9,0.0,-76.87,-80.92,4.0,0.0,-167.03,-41.24,3.0,95.0,54.41,18.14
1.1,77.6,A-极佳,全天候/牛市可/震荡优,82.1,30,22.0,6.6,9.0,10,023385,平安中证人工智能主题ETF发起式联接C,人工智能,2025-06-19 ~ 2026-03-20,183,45.11,66.97,54.92,82.73,-9.81,4.38,13.64,2025-09-01,2025-11-21,81,3.72,15.28,1.44,6.58,-7.89,52.3,5,39,92.3,60.0,125.3,0,999,0.56,0.01,246.41,2744.28,0.0,0,21,32.9,98.9,1.1,23.0,23,52,4510.76,14496.93,13.67,14510.6,1,38.33,54.85,0,0,0,2,4.87,0.18,0,179,4,0,0,8,1,1,0,0,0,0,0,0,0,0,2,0,3,0,1,0,14,0,13,0,0,0,0,0,1,0,0,0,0,0,0,8,87.5,135.75,16.97,0,0,0,0,0,0,0,0,3,66.7,28.51,9.5,0,0,0,0,1,100.0,267.07,267.07,0,0,0,0,14,92.9,363.99,26.0,0,0,0,0,13,100.0,3715.44,285.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,78.2,A-极佳,震荡优,83.5,30,19.8,7.2,11.2,10,024726,南方创业板人工智能ETF联接C,人工智能,2025-12-08 ~ 2026-03-20,67,10.6,46.07,12.69,56.75,-2.09,4.0,9.82,2025-12-12,2025-12-16,41,2.09,11.52,1.791,6.38,-4.16,55.4,3,21,90.5,75.0,55.65,0,999,0.92,0.02,99.31,672.37,0.0,0,10,36.2,95.5,4.5,24.0,24,24,1057.33,11003.69,56.28,11059.97,0,0,0,0,0,0,2,10.34,12.31,0,67,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,100.0,24.62,12.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,87.5,914.42,57.15,0,0,0,0,3,100.0,118.29,39.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,81.7,A-极佳,全天候/牛市可/震荡优,82.7,30,23.8,6.7,11.2,10,023521,博时上证科创板人工智能ETF发起式联接C,人工智能,2025-04-11 ~ 2026-03-20,228,27.21,30.47,32.92,36.96,-5.71,5.14,20.58,2025-08-28,2025-11-21,84,2.49,5.93,1.596,7.0,-12.86,53.9,7,17,100.0,75.0,163.14,0,999,71.71,3.68,385.38,960.18,1.45,0,17,33.7,99.6,0.4,44.6,35,81,2773.34,12287.64,433.08,12720.72,1,20.86,37.69,0,0,0,2,5.19,-3.38,0,222,6,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,4,0,6,0,4,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100.0,9.24,9.24,0,0,0,0,1,100.0,87.63,87.63,4,100.0,631.36,157.84,0,0,0,0,6,100.0,738.77,123.13,0,0,0,0,4,100.0,1282.07,320.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,24.27,24.27
0.8,75.4,A-极佳,全天候/牛市可/震荡优,40.0,30,19.5,4.7,11.2,10,025493,国泰创业板人工智能ETF发起联接C,人工智能,2025-12-01 ~ 2026-03-20,72,7.92,30.58,19.81,88.26,-11.89,4.03,9.62,2026-01-14,2026-03-17,41,2.31,7.6,1.784,6.25,-4.38,55.7,3,13,84.6,75.0,70.75,0,999,1.11,0.0,267.46,409.33,0.0,0,11,23.3,94.4,5.6,30.0,30,30,778.26,4401.65,6390.55,10792.2,1,5.44,12.63,0,0,0,1,2.35,6.38,0,72,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,1,2,100.0,415.49,207.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,81.8,362.77,32.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.15,77.5,A-极佳,震荡优,73.7,30,21.2,7.3,9.0,10,023565,易方达科创人工智能ETF联接C,人工智能,2025-06-06 ~ 2026-03-20,192,21.45,29.06,29.1,39.83,-7.65,6.34,17.9,2025-08-28,2025-11-21,88,2.16,4.59,1.568,6.76,-7.24,53.1,6,41,82.9,60.0,70.48,-78.79,0.89,0.35,0.0,171.47,931.76,-118.01,3,23,36.6,98.4,1.6,41.5,43,43,2160.05,12011.66,133.59,12145.25,1,17.3,37.86,0,0,0,2,3.52,-6.41,0,187,5,0,0,9,0,1,2,1,0,0,0,0,0,0,1,1,4,6,1,2,2,0,12,1,0,0,0,0,2,0,0,1,1,0,0,9,77.8,288.52,32.06,2,0.0,-118.35,-59.17,1,0.0,0.0,0.0,4,75.0,11.59,2.9,6,100.0,29.46,4.91,1,100.0,931.76,931.76,2,100.0,24.79,12.39,2,100.0,547.45,273.73,0,0,0,0,12,100.0,562.79,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-118.01,-118.01,1,100.0,0.05,0.05
0.8,75.2,A-极佳,震荡优,100.0,30,23.3,4.4,7.5,10,024412,华夏上证科创板人工智能ETF联接C,人工智能,2025-12-05 ~ 2026-03-20,68,6.27,25.29,2.27,8.68,4.0,4.55,16.89,2026-01-12,2026-03-20,43,2.03,5.56,1.721,6.35,-6.15,57.1,2,14,85.7,50.0,75.48,0,999,1.83,0.0,310.92,466.97,0.0,0,12,22.1,92.6,7.4,23.0,23,23,905.7,8205.7,2421.51,10627.21,0,0,0,0,0,0,2,6.19,2.67,0,66,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,100.0,492.51,123.13,0,0,0,0,0,0,0,0,1,100.0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,77.8,413.18,45.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,82.1,A-极佳,全天候/牛市可/震荡优,76.1,30,24.7,6.2,11.2,10,023551,银华上证科创板人工智能ETF发起式联接C,人工智能,2025-04-11 ~ 2026-03-20,228,23.76,26.56,31.22,35.02,-7.46,4.31,20.28,2025-08-28,2025-11-21,84,2.44,6.16,1.554,6.41,-12.72,53.5,5,19,100.0,75.0,125.24,0,999,34.3,0.34,331.23,888.86,0.13,0,19,31.0,99.6,0.4,46.5,35,81,2379.54,12341.4,34.24,12375.64,1,18.94,35.91,0,0,0,2,4.01,-3.39,0,222,6,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,7,0,6,0,0,0,0,0,2,0,0,0,1,0,0,1,100.0,280.89,280.89,0,0,0,0,1,100.0,8.61,8.61,0,0,0,0,0,0,0,0,3,100.0,351.11,117.04,0,0,0,0,7,100.0,299.2,42.74,0,0,0,0,6,100.0,1405.43,234.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,34.3,34.3
1.15,74.6,A-极佳,震荡优,49.7,30,21.4,4.9,8.3,10,024246,广发上证科创板人工智能ETF发起式联接C,人工智能,2025-07-04 ~ 2026-03-20,172,16.64,25.3,33.51,52.72,-16.87,6.25,18.23,2025-08-28,2025-11-21,88,2.55,4.05,1.675,6.84,-7.03,52.7,5,41,80.5,55.6,57.89,-79.59,0.73,0.44,0.0,132.37,878.26,-117.1,3,22,24.4,99.4,0.6,25.0,25,25,1671.53,11596.1,67.83,11663.93,1,13.19,40.23,0,0,0,1,3.05,-4.8,0,167,5,0,0,11,0,0,2,1,0,0,0,0,0,0,1,1,4,6,0,1,1,0,13,2,0,0,0,0,1,0,0,1,1,0,0,11,72.7,405.85,36.9,2,0.0,-121.67,-60.84,1,0.0,0.0,0.0,4,75.0,145.51,36.38,6,100.0,42.94,7.16,0,0,0,0,1,100.0,0.03,0.03,1,100.0,21.5,21.5,0,0,0,0,13,100.0,1294.4,99.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-117.1,-117.1,1,100.0,0.07,0.07
